Name;Banksus returns
12/05/2005;-0.008224968
13/05/2005;-0.007101446
16/05/2005;0.016886948
17/05/2005;0.007103023
18/05/2005;0.014230918
19/05/2005;-0.000361418
20/05/2005;-0.002539838
23/05/2005;-0.002095381
24/05/2005;-0.002068409
25/05/2005;-0.0039607
26/05/2005;0.00205775
27/05/2005;-0.001906578
30/05/2005;0
31/05/2005;-0.004810889
01/06/2005;0.008595319
02/06/2005;-0.001519595
03/06/2005;-0.006386132
06/06/2005;0.000745995
07/06/2005;-0.002651439
08/06/2005;0.001487949
09/06/2005;-0.000651893
10/06/2005;-0.00166013
13/06/2005;-0.000221982
14/06/2005;0.000228324
15/06/2005;0.005401111
16/06/2005;0.002299569
17/06/2005;0.004050737
20/06/2005;-0.000376121
21/06/2005;0.000645588
22/06/2005;0.002734422
23/06/2005;-0.011621132
24/06/2005;-0.001562693
27/06/2005;-0.002205841
28/06/2005;0.009033314
29/06/2005;0.001495558
30/06/2005;-0.0130449
01/07/2005;-0.00217804
04/07/2005;0
05/07/2005;0.005474275
06/07/2005;-0.008174745
07/07/2005;-0.00052434
08/07/2005;0.01030832
11/07/2005;0.002225849
12/07/2005;0.002781661
13/07/2005;0.00379729
14/07/2005;0.006005911
15/07/2005;0.003045451
18/07/2005;-0.014784272
19/07/2005;-0.004078941
20/07/2005;0.005031457
21/07/2005;-0.00350544
22/07/2005;0.005772686
25/07/2005;-0.001889015
26/07/2005;0.001096063
27/07/2005;-0.004239727
28/07/2005;-0.000847576
29/07/2005;-0.009447708
01/08/2005;0.002220536
02/08/2005;0.005789712
03/08/2005;-0.000152099
04/08/2005;-0.006243305
05/08/2005;-0.009863663
08/08/2005;-0.003988389
09/08/2005;0.00378226
10/08/2005;-0.00353656
11/08/2005;0.003291727
12/08/2005;-0.002477469
15/08/2005;0.007446127
16/08/2005;-0.00182904
17/08/2005;-7.06616E-05
18/08/2005;0.001784282
19/08/2005;0.000621825
22/08/2005;0.00243869
23/08/2005;-0.008635715
24/08/2005;-0.010077889
25/08/2005;0.002881425
26/08/2005;-0.010078875
29/08/2005;0.007907194
30/08/2005;-0.006805591
31/08/2005;0.008379554
01/09/2005;0.003386667
02/09/2005;-0.001789222
05/09/2005;0
06/09/2005;0.009942686
07/09/2005;0.000809134
08/09/2005;-0.005632548
09/09/2005;0.003241786
12/09/2005;-0.00179683
13/09/2005;-0.006395542
14/09/2005;-0.003021199
15/09/2005;-0.001804073
16/09/2005;0.016826023
19/09/2005;-0.008891637
20/09/2005;-0.005974156
21/09/2005;-0.01417246
22/09/2005;0.003912069
23/09/2005;0.001090541
26/09/2005;-0.005141196
27/09/2005;-0.000633781
28/09/2005;-0.005675681
29/09/2005;0.011995483
